user,objects,qoe,time
44,LongDress_r1_r1_d500,5,2023-03-27-09:15:00+02:00
44,LongDress_r5_r3_d500,6,2023-03-27-09:15:13+02:00
44,Loot_r5_r1_d500,4,2023-03-27-09:15:26+02:00
44,Loot_r3_r1_d500,5,2023-03-27-09:15:39+02:00
44,LongDress_r1_r3_d500,5,2023-03-27-09:15:50+02:00
44,Loot_r5_r5_d500,7,2023-03-27-09:16:03+02:00
44,Loot_r1_r5_d500,5,2023-03-27-09:16:19+02:00
46,RedAndBlack_r5_r5_d500,8,2023-03-28-15:36:27+02:00
46,RedAndBlack_r1_r1_d500,4,2023-03-28-15:36:41+02:00
46,RedAndBlack_r5_r5_d125,5,2023-03-28-15:36:53+02:00
46,RedAndBlack_r1_r1_d125,1,2023-03-28-15:37:09+02:00
46,Soldier_r5_r5_d250,6,2023-03-28-15:37:34+02:00
46,RedAndBlack_r5_r5_d250,6,2023-03-28-15:37:48+02:00
46,Soldier_r5_r5_d125,4,2023-03-28-15:38:02+02:00
46,Soldier_r3_r3_d125,2,2023-03-28-15:38:16+02:00
46,RedAndBlack_r1_r1_d250,1,2023-03-28-15:38:29+02:00
46,Soldier_r3_r3_d500,5,2023-03-28-15:38:46+02:00
46,Soldier_r3_r3_d250,4,2023-03-28-15:38:59+02:00
46,Soldier_r1_r1_d125,1,2023-03-28-15:39:12+02:00
46,RedAndBlack_r3_r3_d500,6,2023-03-28-15:39:27+02:00
46,Soldier_r1_r1_d250,2,2023-03-28-15:39:42+02:00
46,RedAndBlack_r3_r3_d125,3,2023-03-28-15:39:54+02:00
46,Soldier_r1_r1_d500,2,2023-03-28-15:40:09+02:00
46,Soldier_r5_r5_d500,6,2023-03-28-15:40:25+02:00
46,RedAndBlack_r3_r3_d250,4,2023-03-28-15:40:41+02:00
46,LongDress_r5_r5_d500,8,2023-03-28-15:41:03+02:00
46,LongDress_r5_r1_d500,6,2023-03-28-15:41:17+02:00
46,Loot_r5_r1_d500,7,2023-03-28-15:41:30+02:00
46,Loot_r5_r5_d500,9,2023-03-28-15:41:43+02:00
46,Loot_r1_r5_d500,6,2023-03-28-15:41:59+02:00
46,Loot_r1_r1_d500,5,2023-03-28-15:42:19+02:00
46,Loot_r3_r3_d500,7,2023-03-28-15:42:32+02:00
46,LongDress_r1_r5_d500,8,2023-03-28-15:42:45+02:00
46,LongDress_r1_r1_d500,5,2023-03-28-15:43:03+02:00
46,LongDress_r3_r3_d500,6,2023-03-28-15:43:17+02:00
46,LongDress_r5_r3_d500,6,2023-03-28-15:43:29+02:00
46,Loot_r3_r1_d500,2,2023-03-28-15:43:42+02:00
46,LongDress_r1_r3_d500,7,2023-03-28-15:43:56+02:00
46,Loot_r3_r5_d500,8,2023-03-28-15:44:08+02:00
46,LongDress_r3_r1_d500,3,2023-03-28-15:44:23+02:00
46,Loot_r1_r3_d500,6,2023-03-28-15:44:37+02:00
46,Loot_r5_r3_d500,6,2023-03-28-15:44:48+02:00
46,LongDress_r3_r5_d500,6,2023-03-28-15:45:00+02:00
48,RedAndBlack_r5_r5_d500,6,2023-03-29-14:25:02+02:00
48,Soldier_r1_r1_d500,3,2023-03-29-14:25:45+02:00
48,RedAndBlack_r3_r3_d250,6,2023-03-29-14:26:04+02:00
48,RedAndBlack_r5_r5_d125,6,2023-03-29-14:26:20+02:00
48,Soldier_r5_r5_d125,6,2023-03-29-14:26:38+02:00
48,Soldier_r1_r1_d250,3,2023-03-29-14:27:05+02:00
48,RedAndBlack_r1_r1_d500,5,2023-03-29-14:27:23+02:00
48,Soldier_r3_r3_d125,5,2023-03-29-14:27:35+02:00
48,Soldier_r5_r5_d500,7,2023-03-29-14:27:56+02:00
48,Soldier_r3_r3_d500,7,2023-03-29-14:28:10+02:00
48,Soldier_r3_r3_d250,6,2023-03-29-14:28:25+02:00
48,RedAndBlack_r1_r1_d250,3,2023-03-29-14:28:42+02:00
48,Soldier_r1_r1_d125,1,2023-03-29-14:28:58+02:00
48,RedAndBlack_r5_r5_d250,7,2023-03-29-14:29:21+02:00
48,RedAndBlack_r1_r1_d125,1,2023-03-29-14:29:38+02:00
48,RedAndBlack_r3_r3_d500,6,2023-03-29-14:29:59+02:00
48,RedAndBlack_r3_r3_d125,6,2023-03-29-14:30:11+02:00
48,Soldier_r5_r5_d250,8,2023-03-29-14:30:27+02:00
48,LongDress_r1_r5_d500,8,2023-03-29-14:30:50+02:00
48,LongDress_r3_r3_d500,7,2023-03-29-14:31:08+02:00
48,LongDress_r3_r5_d500,8,2023-03-29-14:31:24+02:00
48,LongDress_r1_r1_d500,2,2023-03-29-14:31:49+02:00
48,LongDress_r1_r3_d500,4,2023-03-29-14:32:04+02:00
48,Loot_r3_r5_d500,8,2023-03-29-14:32:24+02:00
48,Loot_r5_r3_d500,8,2023-03-29-14:32:36+02:00
48,Loot_r3_r1_d500,4,2023-03-29-14:32:54+02:00
48,Loot_r1_r3_d500,3,2023-03-29-14:33:08+02:00
48,LongDress_r5_r3_d500,7,2023-03-29-14:33:25+02:00
48,LongDress_r5_r1_d500,3,2023-03-29-14:33:48+02:00
48,Loot_r3_r3_d500,6,2023-03-29-14:34:06+02:00
48,LongDress_r5_r5_d500,9,2023-03-29-14:34:22+02:00
48,Loot_r1_r5_d500,5,2023-03-29-14:34:44+02:00
48,Loot_r5_r5_d500,7,2023-03-29-14:35:00+02:00
48,Loot_r1_r1_d500,2,2023-03-29-14:35:19+02:00
48,LongDress_r3_r1_d500,1,2023-03-29-14:35:32+02:00
48,Loot_r5_r1_d500,2,2023-03-29-14:35:55+02:00
49,RedAndBlack_r5_r5_d250,5,2023-03-30-11:13:58+02:00
49,Soldier_r3_r3_d125,5,2023-03-30-11:14:18+02:00
49,RedAndBlack_r1_r1_d125,4,2023-03-30-11:14:33+02:00
49,RedAndBlack_r3_r3_d500,5,2023-03-30-11:14:52+02:00
49,Soldier_r3_r3_d250,5,2023-03-30-11:15:04+02:00
49,RedAndBlack_r5_r5_d500,5,2023-03-30-11:15:17+02:00
49,RedAndBlack_r1_r1_d500,5,2023-03-30-11:15:31+02:00
49,RedAndBlack_r3_r3_d125,6,2023-03-30-11:15:48+02:00
49,Soldier_r5_r5_d125,6,2023-03-30-11:16:00+02:00
49,Soldier_r1_r1_d125,3,2023-03-30-11:16:19+02:00
49,RedAndBlack_r1_r1_d250,4,2023-03-30-11:16:34+02:00
49,Soldier_r5_r5_d250,6,2023-03-30-11:16:54+02:00
49,Soldier_r1_r1_d250,3,2023-03-30-11:17:14+02:00
49,Soldier_r5_r5_d500,7,2023-03-30-11:17:30+02:00
49,RedAndBlack_r5_r5_d125,6,2023-03-30-11:17:47+02:00
49,Soldier_r3_r3_d500,7,2023-03-30-11:18:02+02:00
49,Soldier_r1_r1_d500,4,2023-03-30-11:18:24+02:00
49,RedAndBlack_r3_r3_d250,5,2023-03-30-11:18:47+02:00
49,LongDress_r3_r5_d500,5,2023-03-30-11:19:13+02:00
49,Loot_r5_r3_d500,8,2023-03-30-11:19:32+02:00
49,Loot_r5_r5_d500,8,2023-03-30-11:19:43+02:00
49,Loot_r3_r1_d500,6,2023-03-30-11:20:01+02:00
49,LongDress_r1_r3_d500,5,2023-03-30-11:20:16+02:00
49,Loot_r3_r3_d500,7,2023-03-30-11:20:36+02:00
49,Loot_r5_r1_d500,5,2023-03-30-11:20:54+02:00
49,LongDress_r1_r1_d500,4,2023-03-30-11:21:10+02:00
49,LongDress_r5_r3_d500,6,2023-03-30-11:21:25+02:00
49,LongDress_r5_r5_d500,6,2023-03-30-11:21:37+02:00
49,Loot_r1_r3_d500,5,2023-03-30-11:21:51+02:00
49,Loot_r1_r1_d500,4,2023-03-30-11:22:12+02:00
49,Loot_r1_r5_d500,7,2023-03-30-11:22:28+02:00
49,LongDress_r1_r5_d500,6,2023-03-30-11:22:44+02:00
49,LongDress_r5_r1_d500,5,2023-03-30-11:22:57+02:00
49,Loot_r3_r5_d500,5,2023-03-30-11:23:12+02:00
49,LongDress_r3_r1_d500,5,2023-03-30-11:23:26+02:00
49,LongDress_r3_r3_d500,4,2023-03-30-11:23:41+02:00
50,RedAndBlack_r3_r3_d125,4,2023-03-30-14:05:38+02:00
50,RedAndBlack_r5_r5_d125,4,2023-03-30-14:05:52+02:00
50,Soldier_r3_r3_d250,5,2023-03-30-14:06:09+02:00
50,RedAndBlack_r3_r3_d500,6,2023-03-30-14:06:25+02:00
50,Soldier_r3_r3_d500,5,2023-03-30-14:06:41+02:00
50,RedAndBlack_r3_r3_d250,4,2023-03-30-14:06:57+02:00
50,Soldier_r5_r5_d500,5,2023-03-30-14:07:10+02:00
50,Soldier_r1_r1_d250,3,2023-03-30-14:07:28+02:00
50,RedAndBlack_r1_r1_d500,4,2023-03-30-14:07:41+02:00
50,RedAndBlack_r1_r1_d250,3,2023-03-30-14:07:55+02:00
50,Soldier_r5_r5_d125,3,2023-03-30-14:08:07+02:00
50,RedAndBlack_r1_r1_d125,2,2023-03-30-14:08:21+02:00
50,RedAndBlack_r5_r5_d250,4,2023-03-30-14:08:34+02:00
50,Soldier_r5_r5_d250,3,2023-03-30-14:08:50+02:00
50,Soldier_r1_r1_d125,2,2023-03-30-14:09:03+02:00
50,RedAndBlack_r5_r5_d500,7,2023-03-30-14:09:19+02:00
50,Soldier_r3_r3_d125,4,2023-03-30-14:09:35+02:00
50,Soldier_r1_r1_d500,5,2023-03-30-14:09:52+02:00
50,LongDress_r5_r1_d500,4,2023-03-30-14:10:16+02:00
50,LongDress_r1_r3_d500,3,2023-03-30-14:10:29+02:00
50,Loot_r3_r1_d500,5,2023-03-30-14:10:48+02:00
50,LongDress_r3_r5_d500,6,2023-03-30-14:11:01+02:00
50,LongDress_r1_r1_d500,4,2023-03-30-14:11:16+02:00
50,LongDress_r1_r5_d500,3,2023-03-30-14:11:29+02:00
50,Loot_r5_r5_d500,5,2023-03-30-14:11:42+02:00
50,Loot_r3_r5_d500,6,2023-03-30-14:11:54+02:00
50,LongDress_r3_r3_d500,6,2023-03-30-14:12:14+02:00
50,LongDress_r5_r3_d500,5,2023-03-30-14:12:27+02:00
50,LongDress_r3_r1_d500,5,2023-03-30-14:12:39+02:00
50,LongDress_r5_r5_d500,6,2023-03-30-14:12:53+02:00
50,Loot_r1_r5_d500,4,2023-03-30-14:13:06+02:00
50,Loot_r3_r3_d500,5,2023-03-30-14:13:22+02:00
50,Loot_r1_r3_d500,4,2023-03-30-14:13:35+02:00
50,Loot_r1_r1_d500,4,2023-03-30-14:13:47+02:00
50,Loot_r5_r1_d500,5,2023-03-30-14:14:03+02:00
50,Loot_r5_r3_d500,5,2023-03-30-14:14:22+02:00
51,LongDress_r1_r3_d500,8,2023-03-30-14:56:07+02:00
51,LongDress_r3_r3_d500,8,2023-03-30-14:56:24+02:00
51,Loot_r3_r5_d500,8,2023-03-30-14:56:38+02:00
51,LongDress_r5_r1_d500,8,2023-03-30-14:56:51+02:00
51,LongDress_r1_r1_d500,6,2023-03-30-14:57:08+02:00
51,Loot_r1_r5_d500,7,2023-03-30-14:57:24+02:00
51,LongDress_r3_r1_d500,8,2023-03-30-14:57:39+02:00
51,LongDress_r5_r3_d500,8,2023-03-30-14:57:52+02:00
51,Loot_r3_r1_d500,7,2023-03-30-14:58:07+02:00
51,LongDress_r1_r5_d500,7,2023-03-30-14:58:20+02:00
51,Loot_r1_r3_d500,6,2023-03-30-14:58:36+02:00
51,Loot_r3_r3_d500,9,2023-03-30-14:58:52+02:00
51,Loot_r1_r1_d500,7,2023-03-30-14:59:09+02:00
51,Loot_r5_r3_d500,9,2023-03-30-14:59:24+02:00
51,Loot_r5_r5_d500,10,2023-03-30-14:59:39+02:00
51,Loot_r5_r1_d500,9,2023-03-30-14:59:53+02:00
51,LongDress_r5_r5_d500,9,2023-03-30-15:00:08+02:00
51,LongDress_r3_r5_d500,8,2023-03-30-15:00:22+02:00
51,RedAndBlack_r1_r1_d500,6,2023-03-30-15:00:48+02:00
51,RedAndBlack_r5_r5_d250,9,2023-03-30-15:01:02+02:00
51,RedAndBlack_r1_r1_d125,7,2023-03-30-15:01:16+02:00
51,Soldier_r1_r1_d250,6,2023-03-30-15:01:30+02:00
51,RedAndBlack_r3_r3_d125,9,2023-03-30-15:01:45+02:00
51,Soldier_r1_r1_d125,8,2023-03-30-15:01:58+02:00
51,RedAndBlack_r5_r5_d125,10,2023-03-30-15:02:16+02:00
51,Soldier_r5_r5_d500,10,2023-03-30-15:02:28+02:00
51,RedAndBlack_r3_r3_d500,10,2023-03-30-15:02:40+02:00
51,RedAndBlack_r1_r1_d250,8,2023-03-30-15:02:55+02:00
51,RedAndBlack_r5_r5_d500,9,2023-03-30-15:03:08+02:00
51,Soldier_r3_r3_d125,10,2023-03-30-15:03:24+02:00
51,Soldier_r5_r5_d250,10,2023-03-30-15:03:37+02:00
51,Soldier_r1_r1_d500,8,2023-03-30-15:03:51+02:00
51,Soldier_r3_r3_d250,9,2023-03-30-15:04:05+02:00
51,Soldier_r3_r3_d500,10,2023-03-30-15:04:18+02:00
51,Soldier_r5_r5_d125,10,2023-03-30-15:04:31+02:00
51,RedAndBlack_r3_r3_d250,9,2023-03-30-15:04:45+02:00
52,LongDress_r1_r1_d500,3,2023-03-30-15:44:33+02:00
52,Loot_r1_r3_d500,5,2023-03-30-15:44:50+02:00
52,LongDress_r3_r5_d500,5,2023-03-30-15:45:07+02:00
52,Loot_r5_r3_d500,7,2023-03-30-15:45:26+02:00
52,Loot_r5_r5_d500,6,2023-03-30-15:45:43+02:00
52,Loot_r1_r5_d500,3,2023-03-30-15:45:57+02:00
52,Loot_r3_r1_d500,2,2023-03-30-15:46:10+02:00
52,Loot_r1_r1_d500,2,2023-03-30-15:46:23+02:00
52,LongDress_r3_r1_d500,3,2023-03-30-15:46:39+02:00
52,LongDress_r3_r3_d500,4,2023-03-30-15:46:55+02:00
52,LongDress_r5_r1_d500,4,2023-03-30-15:47:08+02:00
52,LongDress_r5_r5_d500,6,2023-03-30-15:47:30+02:00
52,Loot_r5_r1_d500,4,2023-03-30-15:47:49+02:00
52,Loot_r3_r3_d500,7,2023-03-30-15:48:02+02:00
52,LongDress_r5_r3_d500,5,2023-03-30-15:48:18+02:00
52,Loot_r3_r5_d500,6,2023-03-30-15:48:31+02:00
52,LongDress_r1_r5_d500,3,2023-03-30-15:48:47+02:00
52,LongDress_r1_r3_d500,3,2023-03-30-15:49:00+02:00
52,RedAndBlack_r5_r5_d500,7,2023-03-30-15:49:41+02:00
52,Soldier_r1_r1_d125,2,2023-03-30-15:50:02+02:00
52,RedAndBlack_r1_r1_d500,3,2023-03-30-15:50:18+02:00
52,Soldier_r3_r3_d125,5,2023-03-30-15:50:32+02:00
52,RedAndBlack_r5_r5_d250,6,2023-03-30-15:50:45+02:00
52,RedAndBlack_r1_r1_d250,2,2023-03-30-15:51:02+02:00
52,Soldier_r3_r3_d500,4,2023-03-30-15:51:17+02:00
52,Soldier_r1_r1_d250,2,2023-03-30-15:51:37+02:00
52,Soldier_r1_r1_d500,2,2023-03-30-15:51:52+02:00
52,RedAndBlack_r3_r3_d250,4,2023-03-30-15:52:09+02:00
52,RedAndBlack_r3_r3_d500,4,2023-03-30-15:52:24+02:00
52,Soldier_r3_r3_d250,6,2023-03-30-15:53:04+02:00
52,RedAndBlack_r5_r5_d125,5,2023-03-30-15:53:24+02:00
52,RedAndBlack_r1_r1_d125,3,2023-03-30-15:53:51+02:00
52,RedAndBlack_r3_r3_d125,4,2023-03-30-15:54:06+02:00
52,Soldier_r5_r5_d500,8,2023-03-30-15:54:22+02:00
52,Soldier_r5_r5_d125,6,2023-03-30-15:54:48+02:00
52,Soldier_r5_r5_d250,7,2023-03-30-15:55:06+02:00
53,LongDress_r3_r3_d500,9,2023-03-31-09:09:26+02:00
53,Loot_r1_r1_d500,8,2023-03-31-09:09:45+02:00
53,LongDress_r1_r5_d500,8,2023-03-31-09:09:58+02:00
53,LongDress_r1_r3_d500,8,2023-03-31-09:10:12+02:00
53,Loot_r5_r5_d500,9,2023-03-31-09:10:26+02:00
53,Loot_r1_r5_d500,9,2023-03-31-09:10:39+02:00
53,LongDress_r5_r3_d500,9,2023-03-31-09:10:53+02:00
53,Loot_r3_r1_d500,9,2023-03-31-09:11:13+02:00
53,LongDress_r1_r1_d500,8,2023-03-31-09:11:27+02:00
53,LongDress_r3_r5_d500,9,2023-03-31-09:11:40+02:00
53,Loot_r3_r3_d500,9,2023-03-31-09:11:53+02:00
53,Loot_r3_r5_d500,9,2023-03-31-09:12:05+02:00
53,LongDress_r5_r5_d500,9,2023-03-31-09:12:17+02:00
53,Loot_r5_r3_d500,10,2023-03-31-09:12:30+02:00
53,Loot_r5_r1_d500,10,2023-03-31-09:12:42+02:00
53,Loot_r1_r3_d500,8,2023-03-31-09:12:56+02:00
53,LongDress_r3_r1_d500,8,2023-03-31-09:13:08+02:00
53,LongDress_r5_r1_d500,8,2023-03-31-09:13:19+02:00
53,Soldier_r1_r1_d125,5,2023-03-31-09:13:46+02:00
53,RedAndBlack_r5_r5_d250,7,2023-03-31-09:13:59+02:00
53,Soldier_r5_r5_d125,8,2023-03-31-09:14:14+02:00
53,RedAndBlack_r5_r5_d500,7,2023-03-31-09:14:27+02:00
53,RedAndBlack_r3_r3_d125,8,2023-03-31-09:14:40+02:00
53,RedAndBlack_r1_r1_d500,7,2023-03-31-09:14:53+02:00
53,Soldier_r1_r1_d250,6,2023-03-31-09:15:07+02:00
53,Soldier_r3_r3_d500,7,2023-03-31-09:15:20+02:00
53,RedAndBlack_r1_r1_d250,6,2023-03-31-09:15:34+02:00
53,RedAndBlack_r3_r3_d500,8,2023-03-31-09:15:47+02:00
53,Soldier_r1_r1_d500,6,2023-03-31-09:16:01+02:00
53,RedAndBlack_r1_r1_d125,6,2023-03-31-09:16:12+02:00
53,Soldier_r5_r5_d500,8,2023-03-31-09:16:26+02:00
53,Soldier_r5_r5_d250,10,2023-03-31-09:16:41+02:00
53,RedAndBlack_r5_r5_d125,10,2023-03-31-09:16:52+02:00
53,RedAndBlack_r3_r3_d250,8,2023-03-31-09:17:08+02:00
53,Soldier_r3_r3_d250,8,2023-03-31-09:17:20+02:00
53,Soldier_r3_r3_d125,8,2023-03-31-09:17:32+02:00
54,Soldier_r3_r3_d500,5,2023-03-31-09:24:32+02:00
54,RedAndBlack_r3_r3_d500,5,2023-03-31-09:24:44+02:00
54,Soldier_r3_r3_d125,2,2023-03-31-09:24:57+02:00
54,RedAndBlack_r5_r5_d250,6,2023-03-31-09:25:15+02:00
54,Soldier_r1_r1_d125,1,2023-03-31-09:25:31+02:00
54,Soldier_r1_r1_d250,4,2023-03-31-09:25:44+02:00
54,RedAndBlack_r1_r1_d250,4,2023-03-31-09:25:55+02:00
54,RedAndBlack_r1_r1_d125,2,2023-03-31-09:26:08+02:00
54,Soldier_r1_r1_d500,5,2023-03-31-09:26:21+02:00
54,RedAndBlack_r3_r3_d250,6,2023-03-31-09:26:36+02:00
54,RedAndBlack_r5_r5_d125,7,2023-03-31-09:26:48+02:00
54,Soldier_r5_r5_d250,7,2023-03-31-09:27:01+02:00
54,Soldier_r3_r3_d250,6,2023-03-31-09:27:14+02:00
54,Soldier_r5_r5_d125,6,2023-03-31-09:27:26+02:00
54,RedAndBlack_r1_r1_d500,6,2023-03-31-09:27:42+02:00
54,Soldier_r5_r5_d500,7,2023-03-31-09:27:58+02:00
54,RedAndBlack_r3_r3_d125,3,2023-03-31-09:28:13+02:00
54,RedAndBlack_r5_r5_d500,7,2023-03-31-09:28:29+02:00
54,LongDress_r5_r1_d500,5,2023-03-31-09:28:50+02:00
54,Loot_r3_r5_d500,7,2023-03-31-09:29:05+02:00
54,LongDress_r1_r1_d500,5,2023-03-31-09:29:18+02:00
54,LongDress_r5_r5_d500,7,2023-03-31-09:29:31+02:00
54,Loot_r5_r3_d500,7,2023-03-31-09:29:44+02:00
54,LongDress_r1_r3_d500,5,2023-03-31-09:29:58+02:00
54,Loot_r1_r3_d500,5,2023-03-31-09:30:10+02:00
54,Loot_r5_r5_d500,8,2023-03-31-09:30:24+02:00
54,LongDress_r3_r1_d500,6,2023-03-31-09:30:37+02:00
54,LongDress_r1_r5_d500,4,2023-03-31-09:30:51+02:00
54,Loot_r5_r1_d500,6,2023-03-31-09:31:06+02:00
54,Loot_r1_r5_d500,7,2023-03-31-09:31:23+02:00
54,LongDress_r3_r3_d500,6,2023-03-31-09:31:37+02:00
54,Loot_r1_r1_d500,4,2023-03-31-09:31:50+02:00
54,Loot_r3_r1_d500,7,2023-03-31-09:32:03+02:00
54,LongDress_r5_r3_d500,7,2023-03-31-09:32:15+02:00
54,LongDress_r3_r5_d500,8,2023-03-31-09:32:26+02:00
54,Loot_r3_r3_d500,5,2023-03-31-09:32:40+02:00
55,LongDress_r5_r1_d500,10,2023-03-31-14:59:07+02:00
55,LongDress_r3_r3_d500,5,2023-03-31-14:59:38+02:00
55,Loot_r5_r5_d500,9,2023-03-31-14:59:55+02:00
55,LongDress_r1_r1_d500,9,2023-03-31-15:00:08+02:00
55,Loot_r3_r3_d500,8,2023-03-31-15:00:34+02:00
55,LongDress_r5_r3_d500,9,2023-03-31-15:00:48+02:00
55,Loot_r3_r1_d500,10,2023-03-31-15:01:02+02:00
55,LongDress_r1_r3_d500,9,2023-03-31-15:01:16+02:00
55,LongDress_r3_r1_d500,9,2023-03-31-15:01:29+02:00
55,Loot_r5_r1_d500,10,2023-03-31-15:01:42+02:00
55,Loot_r1_r5_d500,10,2023-03-31-15:01:53+02:00
55,LongDress_r3_r5_d500,10,2023-03-31-15:02:05+02:00
55,Loot_r3_r5_d500,10,2023-03-31-15:02:16+02:00
55,LongDress_r5_r5_d500,9,2023-03-31-15:02:30+02:00
55,LongDress_r1_r5_d500,8,2023-03-31-15:02:45+02:00
55,Loot_r1_r3_d500,9,2023-03-31-15:02:58+02:00
55,Loot_r5_r3_d500,10,2023-03-31-15:03:11+02:00
55,Loot_r1_r1_d500,8,2023-03-31-15:03:29+02:00
55,Soldier_r3_r3_d125,6,2023-03-31-15:03:53+02:00
55,RedAndBlack_r3_r3_d250,7,2023-03-31-15:04:08+02:00
55,RedAndBlack_r5_r5_d500,7,2023-03-31-15:04:23+02:00
55,RedAndBlack_r3_r3_d500,7,2023-03-31-15:04:36+02:00
55,Soldier_r5_r5_d500,8,2023-03-31-15:04:49+02:00
55,RedAndBlack_r5_r5_d250,7,2023-03-31-15:05:02+02:00
55,Soldier_r5_r5_d250,7,2023-03-31-15:05:14+02:00
55,Soldier_r3_r3_d500,3,2023-03-31-15:05:38+02:00
55,Soldier_r1_r1_d250,3,2023-03-31-15:05:50+02:00
55,Soldier_r1_r1_d500,3,2023-03-31-15:06:01+02:00
55,Soldier_r1_r1_d125,3,2023-03-31-15:06:14+02:00
55,RedAndBlack_r1_r1_d250,4,2023-03-31-15:06:28+02:00
55,RedAndBlack_r3_r3_d125,5,2023-03-31-15:06:42+02:00
55,RedAndBlack_r1_r1_d500,8,2023-03-31-15:07:01+02:00
55,RedAndBlack_r5_r5_d125,8,2023-03-31-15:07:13+02:00
55,Soldier_r3_r3_d250,8,2023-03-31-15:07:25+02:00
55,RedAndBlack_r1_r1_d125,5,2023-03-31-15:07:40+02:00
55,Soldier_r5_r5_d125,6,2023-03-31-15:07:53+02:00
56,Soldier_r5_r5_d125,5,2023-03-31-15:39:21+02:00
56,RedAndBlack_r3_r3_d500,7,2023-03-31-15:39:35+02:00
56,Soldier_r1_r1_d500,4,2023-03-31-15:39:51+02:00
56,RedAndBlack_r3_r3_d250,8,2023-03-31-15:40:05+02:00
56,Soldier_r5_r5_d500,6,2023-03-31-15:40:21+02:00
56,Soldier_r3_r3_d125,5,2023-03-31-15:40:33+02:00
56,RedAndBlack_r5_r5_d125,8,2023-03-31-15:40:54+02:00
56,Soldier_r3_r3_d250,7,2023-03-31-15:41:09+02:00
56,Soldier_r5_r5_d250,8,2023-03-31-15:41:24+02:00
56,RedAndBlack_r1_r1_d125,5,2023-03-31-15:41:41+02:00
56,RedAndBlack_r3_r3_d125,5,2023-03-31-15:41:59+02:00
56,RedAndBlack_r1_r1_d250,4,2023-03-31-15:42:12+02:00
56,RedAndBlack_r1_r1_d500,4,2023-03-31-15:42:23+02:00
56,Soldier_r1_r1_d250,3,2023-03-31-15:42:37+02:00
56,Soldier_r3_r3_d500,4,2023-03-31-15:42:53+02:00
56,RedAndBlack_r5_r5_d250,7,2023-03-31-15:43:12+02:00
56,RedAndBlack_r5_r5_d500,6,2023-03-31-15:43:27+02:00
56,Soldier_r1_r1_d125,3,2023-03-31-15:43:42+02:00
56,Loot_r5_r5_d500,5,2023-03-31-15:44:08+02:00
56,LongDress_r3_r3_d500,5,2023-03-31-15:44:20+02:00
56,Loot_r5_r1_d500,4,2023-03-31-15:44:34+02:00
56,Loot_r3_r5_d500,5,2023-03-31-15:44:46+02:00
56,LongDress_r5_r3_d500,6,2023-03-31-15:44:59+02:00
56,LongDress_r1_r3_d500,4,2023-03-31-15:45:12+02:00
56,LongDress_r3_r1_d500,3,2023-03-31-15:45:25+02:00
56,LongDress_r5_r5_d500,7,2023-03-31-15:45:40+02:00
56,LongDress_r3_r5_d500,5,2023-03-31-15:45:55+02:00
56,LongDress_r1_r1_d500,3,2023-03-31-15:46:08+02:00
56,Loot_r5_r3_d500,6,2023-03-31-15:46:22+02:00
56,Loot_r1_r1_d500,4,2023-03-31-15:46:38+02:00
56,Loot_r1_r3_d500,5,2023-03-31-15:46:50+02:00
56,Loot_r3_r3_d500,6,2023-03-31-15:47:04+02:00
56,LongDress_r1_r5_d500,5,2023-03-31-15:47:17+02:00
56,Loot_r1_r5_d500,4,2023-03-31-15:47:34+02:00
56,Loot_r3_r1_d500,4,2023-03-31-15:47:45+02:00
56,LongDress_r5_r1_d500,6,2023-03-31-15:47:59+02:00
